"words"	"Freq"
"fat"	6
"feeds"	6
"feral"	6
"fly"	6
"foci"	6
"fpd"	6
"francisella"	6
"future"	6
"gas"	6
"gastroenteritis"	6
"gen„©ticos"	6
"generally"	6
"genotyped"	6
"given"	6
"gland"	6
"gold"	6
"growing"	6
"guidelines"	6
"help"	6
"hepatic"	6
"herpesvirus"	6
"hgcl2"	6
"hypothesis"	6
"identity"	6
"idv"	6
"ifns"	6
"iii"	6
"il-1Ó≤"	6
"il-6"	6
"implications"	6
"inca"	6
"indicates"	6
"inflammation"	6
"inhibitory"	6
"initial"	6
"inspection"	6
"integrated"	6
"interferon"	6
"intrinsic"	6
"invasive"	6
"island"	6
"kit"	6
"koreicus"	6
"lavazza@izsler"	6
"le"	6
"legal"	6
"longer"	6
"lymphocytes"	6
"malattie"	6
"marche"	6
"mechanisms"	6
"medium"	6
"mg/l"	6
"microti"	6
"mitochondrial"	6
"ml(-1)"	6
"mm"	6
"modc"	6
"modena"	6
"modulation"	6
"molise"	6
"mtbc"	6
"mussels"	6
"mutants"	6
"mutation"	6
"mycobacteria"	6
"namely"	6
"nature"	6
"necessary"	6
"needed"	6
"november"	6
"occupational"	6
"official"	6
"ompa"	6
"onderstepoort"	6
"ongoing"	6
"organisms"	6
"outcome"	6
"overcome"	6
"paolo"	6
"pathways"	6
"pcrs"	6
"pesticides"	6
"phenotypic"	6
"phleboviruses"	6
"plan"	6
"plans"	6
"pleuropneumoniae"	6
"ploufragan-plouzan„©"	6
"poland"	6
"pool"	6
"pooled"	6
"poorly"	6
"pore"	6
"poses"	6
"positivity"	6
"post"	6
"prednisolone"	6
"produce"	6
"prolonged"	6
"promising"	6
"providing"	6
"provinces"	6
"pseudorabies"	6
"psittaci"	6
"pulmonary"	6
"pulsed-field"	6
"pylori"	6
"r"	6
"rare"	6
"reactive"	6
"reassortment"	6
"regina"	6
"regulatory"	6
"renal"	6
"reptiles"	6
"resolution"	6
"restrictions"	6
"rhd"	6
"roe"	6
"roma"	6
"routinely"	6
"ruggedness"	6
"sarcocystis"	6
"scale"	6
"scenario"	6
"scenarios"	6
"schwarzenburgstrasse"	6
"sea"	6
"search"	6
"sero-prevalence"	6
"seropositivity"	6
"sets"	6
"sevilla"	6
"significance"	6
"slaughtered"	6
"slaughterhouses"	6
"soft"	6
"spatial"	6
"spiked"	6
"spoligotype"	6
"ssp"	6
"starting"	6
"statistical"	6
"strada"	6
"strains)"	6
"stx1"	6
"stx2"	6
"substitutions"	6
"substrates"	6
"subtyping"	6
"successfully"	6
"suitability"	6
"theileri"	6
"though"	6
"times"	6
"tonsil"	6
"tonsils"	6
"towards"	6
"trend"	6
"true"	6
"turin"	6
"umbria"	6
"umr"	6
"understood"	6
"united"	6
"validate"	6
"validation"	6
"vehicles"	6
"vertebrate"	6
"viability"	6
"viable"	6
"viremia"	6
"vp3"	6
"(10)istituto"	5
"(11)department"	5
"(2)department"	5
"(3)"	5
"(5)department"	5
"(6"	5
"(78"	5
"(e"	5
"(elisa)"	5
"(eu)"	5
"(hev)"	5
"(iii)"	5
"(including"	5
"(iss)"	5
"(mabs)"	5
"(mlva)"	5
"(pedv)"	5
"(prrsv)"	5
"(siv)"	5
"(sva)"	5
"0%"	5
"119"	5
"16s"	5
"18s"	5
"20133"	5
"41092"	5
"44"	5
"50%"	5
"55"	5
"70"	5
"75"	5
"83"	5
"96"	5
"abattoir"	5
"active"	5
"adapted"	5
"additionally"	5
"additive"	5
"adequate"	5
"adige"	5
"adopted"	5
"adverse"	5
"affecting"	5
"african"	5
"alessandra"	5
"allows"	5
"ambiente"	5
"amount"	5
"amplified"	5
"applicable"	5
"april"	5
"ark"	5
"aspects"	5
"assessing"	5
"associations"	5
"atypical"	5
"aujeszky"	5
"authorities"	5
"autochthonous"	5
"avoid"	5
"bacterium"	5
"bari"	5
"bartonella"	5
"beef"	5
"beginning"	5
"biofilm"	5
"blastogenic"	5
"bold"	5
"broiler"	5
"burden"	5
"bvdv-1"	5
"c-bse"	5
"caco-2"	5
"campus"	5
"canberra"	5
"candidate"	5
"cannot"	5
"categories"	5
"cd2+"	5
"ceftazidime/avibactam-resistant"	5
"celoria"	5
"cent"	5
"characteristic"	5
"chemistry"	5
"chlamydia"	5
"circovirus"	5
"clearly"	5
"colibacillosis"	5
"colistin"	5
"college"	5
"colonies"	5
"combining"	5
"commercially"	5
"competition"	5
"conformational"	5
"conjugated"	5
"consequences"	5
"constitutive"	5
"cooked"	5
"core"	5
"coronavirus"	5
"correspond"	5
"corticosteroid"	5
"cox1"	5
"cross"	5
"cross-protection"	5
"curing"	5
"curve"	5
"cutaneous"	5
"cv%"	5
"cytokines"	5
"cytometry"	5
"dbm"	5
"dbm-m"	5
"december"	5
"delayed"	5
"densities"	5
"diagnosed"	5
"digestates"	5
"directed"	5
"discriminating"	5
"distance"	5
"distances"	5
"distinguished"	5
"diversilab"	5
"divided"	5
"doa"	5
"do„±ana"	5
"does"	5
"dominant"	5
"donor"	5
"e-r"	5
"eae"	5
"easy"	5
"ece"	5
"enzymatic"	5
"es"	5
"estimate"	5
"exception"	5
"experts"	5
"farmers"	5
"farms)"	5
"fatal"	5
"female"	5
"fimbriae"	5
"flock"	5
"foggia"	5
"ftnf002-00"	5
"full"	5
"functional"	5
"fundamental"	5
"gained"	5
"gastrointestinal"	5
"ge"	5
"gorgonzola"	5
"gracilis"	5
"h5"	5
"hand"	5
"hav"	5
"hazards"	5
"helicobacteraceae"	5
"hence"	5
"high-density"	5
"high-throughput"	5
"histological"	5
"house"	5
"humoral"	5
"hunted"	5
"hybrid"	5
"Óºg"	5
"iavs"	5
"idv-celisa"	5
"ifn-gamma"	5
"ii)"	5
"immunoaffinity"	5
"immunological"	5
"improvement"	5
"in-house"	5
"increasingly"	5
"incubation"	5
"infantis"	5
"influenced"	5
"initially"	5
"insights"	5
"instead"	5
"instrumental"	5
"integrate"	5
"interference"	5
"interferon-gamma"	5
"interferons"	5
"international"	5
"intervals"	5
"investigaciones"	5
"investigating"	5
"involvement"	5
"ion"	5
"is900"	5
"isolates)"	5
"itself"	5
"july"	5
"june"	5
"key"	5
"killed"	5
"krabbei"	5
"largely"	5
"lead"	5
"leishmaniasis"	5
"liguria"	5
"limitations"	5
"linearis"	5
"livestock-associated"	5
"location"	5
"longitudinal"	5
"lymphoid"	5
"macrolides"	5
"maintained"	5
"maintenance"	5
"making"	5
"mapped"	5
"marker"	5
"marrow"	5
"matrix"	5
"measure"	5
"measured"	5
"mesophilic"	5
"messengers"	5
"methodology"	5
"microorganisms"	5
"microsatellite"	5
"minor"	5
"modulate"	5
"moisture"	5
"molecules"	5
"mononuclear"	5
"morenomartin@izsler"	5
"mrl"	5
"much"	5
"n2"	5
"neospora"	5
"networks"	5
"neurological"	5
"nucleoprotein"	5
"ob/ob"	5
"observations"	5
"occurs"	5
"october"	5
"onto"	5
"open"	5
"orf663"	5
"organic"	5
"organization"	5
"ota-producing"	5
"oxytetracycline"	5
"parasitic"	5
"park"	5
"partially"	5
"parts"	5
"pathogenesis"	5
"pcr-based"	5
"peculiar"	5
"percentages"	5
"perform"	5
"perugia"	5
"pirbright"	5
"poor"	5
"porcinum"	5
"portion"	5
"primer"	5
"problems"	5
"processed"	5
"producing"	5
"program"	5
"propagation"	5
"protothecal"	5
"purified"	5
"raise"	5
"raised"	5
"reactors"	5
"records"	5
"red"	5
"regularly"	5
"relative"	5
"relatively"	5
"ren"	5
"rendena"	5
"rennes"	5
"repetitive"	5
"replicated"	5
"representative"	5
"reproducibility)"	5
"reproduction"	5
"requires"	5
"rural"	5
"s/n"	5
"sandwich"	5
"scored"	5
"scores"	5
"scoring"	5
"seal"	5
"season"	5
"seem"	5
"seems"	5
"selective"	5
"shape"	5
"sharing"	5
"shed"	5
"shelf"	5
"silva"	5
"simulations"	5
"solution"	5
"special"	5
"specifically"	5
"specimens"	5
"st"	5
"started"	5
"stefano"	5
"strict"	5
"structures"	5
"substrate"	5
"sustained"	5
"synergistic"	5
"synthetic"	5
"tb-elisa"	5
"technical"	5
"therapeutic"	5
"titer"	5
"titres"	5
"torino"	5
"torrentium"	5
"toulouse"	5
"toxic"	5
"toxins"	5
"toxoplasma"	5
"tract"	5
"trade"	5
"transition"	5
"trees"	5
"trento"	5
"tunisia"	5
"twelve"	5
"typed"	5
"udder"	5
"unable"	5
"units"	5
"universidad"	5
"unstable"	5
"v"	5
"v„©t„©rinaire"	5
"valle"	5
"variables"	5
"variations"	5
"variety"	5
"vector"	5
"verify"	5
"vespucio"	5
"veterinarians"	5
"virologia"	5
"visceral"	5
"wave"	5
"wb"	5
"week"	5
"wgs"	5
"yields"	5
"\""	4
"\"adaption"	4
"%"	4
"(11)istituto"	4
"(15"	4
"(15)istituto"	4
"(16"	4
"(7)department"	4
"(8"	4
"(90"	4
"(95"	4
"(98"	4
"(a"	4
"(about"	4
"(b"	4
"(capreolus"	4
"(ccalpha)"	4
"(fmdv)"	4
"(from"	4
"(h1n1"	4
"(oryctolagus"	4
"(p<0"	4
"(pbmc)"	4
"(pfge)"	4
"(repeatability"	4
"(usuv)"	4
"01)"	4
"03"	4
"05"	4
"1000"	4
"109a"	4
"129"	4
"140"	4
"180"	4
"1e"	4
"2000"	4
"2003"	4
"2004"	4
"2013-2014"	4
"22653/14"	4
"3001"	4
"33"	4
"3351"	4
"34"	4
"35020"	4
"39"	4
"3d6"	4
"4)"	4
"40014"	4
"40127"	4
"47"	4
"72"	4
"74"	4
"84"	4
"8466"	4
"91"	4
"‚†aureus"	4
"‚†microti"	4
"aa"	4
"absent"	4
"ac"	4
"accompanied"	4
"accounted"	4
"accumulation"	4
"acetate"	4
"ad"	4
"adv-seropositivity"	4
"advantages"	4
"agricoltura"	4
"allocated"	4
"alteration"	4
"american"	4
"americo"	4
"amounts"	4
"amscs"	4
"anaerobic"	4
"analisi"	4
"ananas"	4
"animal-based"	4
"applicability"	4
"applications"	4
"arboviruses"	4
"argini"	4
"arrival"	4
"au"	4
"avda"	4
"avenue"	4
"aw"	4
"ba71v"	4
"bacteremia"	4
"bal"	4
"basilicata"	4
"besnoitiosis"	4
"betacoronaviruses"	4
"biochemical"	4
"biol„≥gica"	4
"black"	4
"bled"	4
"blotting"	4
"bo"	4
"boario"	4
"bot-emo"	4
"breed"	4
"breeders"	4
"bremgartenstrasse"	4
"broad"	4
"bronchoalveolar"	4
"bse"	4
"btb"	4
"bvdv-1b"	4
"calculate"	4
"came"	4
"campo"	4
"carbapenem"	4
"carbapenem-resistant"	4
"carriers"	4
"carry"	4
"carrying"	4
"cefotaxime"	4
"cephalosporins"	4
"cfu"	4
"cfu/ml"	4
"characterisation"	4
"charles"	4
"chiapponi@izsler"	4
"chiara"	4
"children"	4
"cientificas"	4
"ciprofloxacin"	4
"clarify"	4
"classify"	4
"clean-up"	4
"clinico-chirurgiche"	4
"cnrs"	4
"cocirculation"	4
"collections"	4
"comparing"	4
"compatible"	4
"completely"	4
"complexity"	4
"component"	4
"comprehensive"	4
"concerning"	4
"concordance"	4
"conditioning"	4
"consejo"	4
"consisted"	4
"constant"	4
"contact-infected"	4
"continued"	4
"contribution"	4
"controlling"	4
"corresponds"	4
"cost-effective"	4
"course"	4
"crevalcore"	4
"cross-reactivity"	4
"csic"	4
"cuniculus)"	4
"cystic"	4
"cytochrome"	4
"czech"	4
"d9"	4
"days)"	4
"ddpcr"	4
"deaths"	4
"debate"	4
"deconjugation"	4
"degree"	4
"demonstrates"	4
"dependence"	4
"dept"	4
"detailed"	4
"diagnostiche"	4
"differentiated"	4
"differently"	4
"differing"	4
"digester"	4
"dilutions"	4
"diseased"	4
"disinfection"	4
"dissemination"	4
"distinguish"	4
"distress"	4
"distributions"	4
"dog"	4
"doxycycline"	4
"dublin"	4
"dying"	4
"earlier"	4
"easily"	4
"ebhs"	4
"ecological"	4
"edu"	4
"education"	4
"efficiently"	4
"emergency"	4
"endotracheally"	4
"enrica"	4
"enrolled"	4
"enteritis"	4
"enterovirus"	4
"entomology"	4
"enzootic"	4
"episodes"	4
"er"	4
"escape"	4
"esÓ≤l"	4
"establish"	4
"estaci„≥n"	4
"estimation"	4
"etec"	4
"eurasian"	4
"evident"	4
"exchange"	4
"expected"	4
"extend"	4
"f18"	4
"f4"	4
"f5"	4
"f6"	4
"faeces"	4
"false-positive"	4
"families"	4
"fcr"	4
"females"	4
"finishing"	4
"flies"	4
"flight"	4
"focusing"	4
"formed"	4
"formula"	4
"forty-two"	4
"foundation"	4
"fragments"	4
"frequencies"	4
"fresh"	4
"functions"	4
"gastric"	4
"gc"	4
"generalised"	4
"generation"	4
"giorgio"	4
"glands"	4
"gradient"	4
"grow"	4
"guarantee"	4
"h3n2)"	4
"h5n2"	4
"h7n3"	4
"habitat"	4
"haemagglutinin"	4
"ham"	4
"hcv"	4
"hepatocytes"	4
"high-resolution"	4
"homeostatic"	4
"homogeneous"	4
"homology"	4
"hours"	4
"housed"	4
"hp"	4
"huge"	4
"hyopneumoniae"	4
"i-"	4
"i)"	4
"Óºvar"	4
"Ó≤-boldenone"	4
"iav"	4
"identity)"	4
"igm"	4
"inactivation"	4
"inadequate"	4
"increases"	4
"individually"	4
"inducing"	4
"infested"	4
"infiltration"	4
"injection"	4
"innsbruck"	4
"insertion"	4
"insight"	4
"integration"	4
"intermediate"	4
"interspersed"	4
"interventions"	4
"intra-laboratory"	4
"intramuscularly"	4
"ixodes"	4
"izsler"	4
"japanese"	4
"jena"	4
"kda"	4
"kingdom"	4
"klebsiella"	4
"lactic"	4
"laminitis"	4
"larger"	4
"largest"	4
"late"	4
"latent"	4
"leukocytes"	4
"li„®ge"	4
"likelihood"	4
"list"	4
"listeriosis"	4
"ljubljana"	4
"long-term"	4
"loq"	4
"luigi"	4
"macrophages"	4
"madrid"	4
"maisons-alfort"	4
"maldi-tof"	4
"manisa"	4
"marco"	4
"marked"	4
"materials"	4
"mating"	4
"matter"	4
"mcr-1"	4
"means"	4
"mentioned"	4
"mercati"	4
"mezzogiorno"	4
"mhc"	4
"minimizing"	4
"ministry"	4
"monophasic"	4
"morbidity"	4
"morphology"	4
"mpn/g"	4
"mrna"	4
"mrv"	4
"ms"	4
"multi-locus"	4
"municipalities"	4
"must"	4
"mutant"	4
"myxoma"	4
"na„Øve"	4
"nacl"	4
"nc-pv1"	4
"necessity"	4
"necropsy"	4
"needs"	4
"ng"	4
"nhw"	4
"nicoli\""	4
"nm"	4
"non-human"	4
"non-pathogenic"	4
"nord"	4
"numbers"	4
"numerical"	4
"nuova"	4
"o1"	4
"odds"	4
"only)"	4
"operating"	4
"opinion"	4
"orally"	4
"orfs"	4
"organ"	4
"organisation"	4
"organs-(arto)\""	4
"original"	4
"origins"	4
"outdoor"	4
"outlined"	4
"ovine"	4
"oviposition"	4
"padua"	4
"palermo"	4
"passages"	4
"past"	4
"ped"	4
"pediatriche"	4
"pen"	4
"peptide"	4
"peptides"	4
"perkins"	4
"phlebovirus"	4
"phylogeography"	4
"physical"	4
"pigs)"	4
"planning"	4
"plasma"	4
"platelet"	4
"platform"	4
"pleuromutilins"	4
"plus"	4
"pneumonia"	4
"podenzano"	4
"portici"	4
"positives"	4
"post-vaccination"	4
"post-weaning"	4
"powerful"	4
"ppp"	4
"ppr"	4
"predicted"	4
"predominant"	4
"pretoria"	4
"prion"	4
"priority"	4
"probes"	4
"processes"	4
"progression"	4
"promote"	4
"prophage"	4
"protect"	4
"protozoan"	4
"prove"	4
"prp"	4
"published"	4
"puglia"	4
"pulsotype"	4
"purification"	4
"purposes"	4
"quantify"	4
"quarter"	4
"rdna"	4
"reactions"	4
"ready-to-eat"	4
"reared"	4
"reasons"	4
"received"	4
"recommendations"	4
"recommended"	4
"recurrent"	4
"referred"	4
"regardless"	4
"remarkable"	4
"rep-pcr"	4
"repeated"	4
"repeats"	4
"replicate"	4
"reporting"	4
"representing"	4
"republic"	4
"resources"	4
"reveal"	4
"rezzani@unibs"	4
"rianimazione"	4
"ricchi@izsler"	4
"rischio"	4
"risks"	4
"rita"	4
"road"	4
"roc"	4
"rodella@unibs"	4
"rot"	4
"rt-qpcr"	4
"rte"	4
"salmonella-positive"	4
"samples)"	4
"sardegna"	4
"sassari"	4
"sbv"	4
"scratch"	4
"screened"	4
"seen"	4
"separation"	4
"sicilia"	4
"situation"	4
"sixteen"	4
"sliced"	4
"smoked"	4
"somatic"	4
"spiralis"	4
"sr"	4
"stacchiotti@unibs"	4
"standardized"	4
"staph"	4
"state"	4
"stb"	4
"stem"	4
"stimulation"	4
"stock"	4
"storage"	4
"sts"	4
"subpopulations"	4
"substantially"	4
"substrain"	4
"suckling"	4
"sudden"	4
"suggestive"	4
"sulfate"	4
"supported"	4
"surfaces"	4
"surrey"	4
"swedish"	4
"szczecin"	4
"targets"	4
"taurine"	4
"tb-luminex"	4
"tcs"	4
"thi"	4
"tick-borne"	4
"time)"	4
"titers"	4
"too"	4
"toward"	4
"transfusion"	4
"transmembrane"	4
"transmissible"	4
"transmit"	4
"transported"	4
"tripoli"	4
"tropical"	4
"trypanosome"	4
"tumorigenic"	4
"tumors"	4
"turtles"	4
"twenty-three"	4
"unassisted"	4
"uncommon"	4
"underlines"	4
"undertaken"	4
"universit„§t"	4
"untreated"	4
"unusual"	4
"upon"	4
"usda"	4
"usuv-positive"	4
"valid"	4
"vectors"	4
"versus"	4
"vetsuisse-faculty"	4
"visits"	4
"vp2"	4
"weak"	4
"weaned"	4
"weather"	4
"westerdijkiae"	4
"wetland"	4
"whose"	4
"wnv-positive"	4
"x"	4
"yield"	4
"zoonosis"	4
"\"adaptation"	3
"(1)centro"	3
"(11"	3
"(12"	3
"(12)department"	3
"(13"	3
"(13)school"	3
"(17"	3
"(19%)"	3
"(20"	3
"(22"	3
"(33"	3
"(38"	3
"(43"	3
"(6)centro"	3
"(6)department"	3
"(87"	3
"(9)department"	3
"(arto)\""	3
"(asf)"	3
"(at"	3
"(bvdv)"	3
"(confidence"	3
"(ece)"	3
"(elisa"	3
"(er)"	3
"(first"	3
"(h1n1pdm)"	3
"(hav)"	3
"(iav)"	3
"(ifn)-alpha"	3
"(italy)"	3
"(iv)"	3
"(k88)"	3
"(m"	3
"(mdr)"	3
"(mrsa)"	3
"(n=15)"	3
"(oncfs)"	3
"(p=0"	3
"(pcv2)"	3
"(ph"	3
"(province"	3
"(rflp)"	3
"(rte)"	3
"(snp)"	3
"(svd)"	3
"(svdv)"	3
"(tb)"	3
"(treated"	3
"(type"	3
"(vaccine"	3
"(wgs)"	3
"(which"	3
"+6"	3
">"	3
"000)"	3
"00178"	3
"0110"	3
"1-99"	3
"10%"	3
"106"	3
"110"	3
"1161"	3
"12-locus"	3
"13/a"	3
"1411"	3
"142"	3
"148"	3
"171"	3
"1970s"	3
"1998"	3
"1‚†%)"	3
"1g10"	3
"2-fold"	3
"2)"	3
"2001"	3
"2005"	3
"22440"	3
"258"	3
"26%"	3
"26027"	3
"3)"	3
"38"	3
"41"	3
"4771"	3
"4c6"	3
"4d3"	3
"56%"	3
"57"	3
"59"	3
"6)"	3
"60%"	3
"62%"	3
"68"	3
"76"	3
"7‚Äãdepartamento"	3
"82"	3
"86"	3
"87"	3
"8‚±0"	3
"94%"	3
"95"	3
"976"	3
"999"	3
"‚†=‚†0"	3
"‚†hyodysenteriae"	3
"‚µg"	3
"‚Üí"	3
"‚â•"	3
"abortion"	3
"access"	3
"accio"	3
"actinobacillus"	3
"actively"	3
"adda"	3
"added"	3
"adelaide"	3
"adjuvant"	3
"adopt"	3
"adults"	3
"adversely"	3
"afb"	3
"affects"	3
"aflatoxin"	3
"agp"	3
"agriculture"	3
"al"	3
"albeit"	3
"algicidal"	3
"alimenti"	3
"alleles"	3
"alpine"	3
"altered"	3
"ambiguous"	3
"amoxicillin/clavulanic"	3
"amplicons"	3
"analyze"	3
"anti-hev"	3
"apoptotic"	3
"apparatus"	3
"appia"	3
"apramycin"	3
"aqueous"	3
"arising"	3
"articles"	3
"aspect"	3
"assignment"	3
"associado"	3
"assumed"	3
"asymptomatic"	3
"attempted"	3
"attributable"	3
"attributed"	3
"autologous"	3
"autophagy"	3
"bag"	3
"bands"	3
"banned"	3
"barbieri@izsler"	3
"bases"	3
"bat"	3
"became"	3
"below"	3
"biogas"	3
"biolog„≠a"	3
"biomedicine"	3
"biomolecular"	3
"biosynthesis"	3
"blepharoconjunctivitis"	3
"blot"	3
"boldenone"	3
"borghi"	3
"botulinum"	3
"bp"	3
"brachyspira"	3
"branching"	3
"bred"	3
"breeder"	3
"bretagne"	3
"brucellosis"	3
"btm"	3
"buffer"	3
"buildings"	3
"bvdv-1f"	3
"c)"	3
"calicivirus"	3
"campeggi"	3
"capabilities"	3
"capable"	3
"capensis"	3
"capra"	3
"caprae"	3
"capreolicanis"	3
"capreolus)"	3
"captive-reared"	3
"cartridge"	3
"casings"	3
"cc1"	3
"cc398"	3
"cc8"	3
"ccs"	3
"cefquinome"	3
"certification"	3
"cheeses"	3
"chiari@izsler"	3
"chikungunya"	3
"chimeric"	3
"china"	3
"cin"	3
"cispt"	3
"classic"	3
"cleaned"	3
"clinically"	3
"clop"	3
"closest"	3
"coding"	3
"coefficient"	3
"collaborating"	3
"collagen"	3
"collect"	3
"columns"	3
"coming"	3
"complement"	3
"complexes"	3
"composed"	3
"composition"	3
"comprises"	3
"concentrated"	3
"concluded"	3
"conclusions/significance"	3
"conjugative"	3
"connections"	3
"consequently"	3
"considerable"	3
"consistency"	3
"consisting"	3
"constitute"	3
"consumers"	3
"contacts)"	3
"containment"	3
"contains"	3
"continuously"	3
"contributes"	3
"conversely"	3
"cooperative"	3
"correctly"	3
"correlations"	3
"counteract"	3
"cross-contamination"	3
"cull"	3
"cultivated"	3
"culture-adapted"	3
"cured"	3
"cv777"	3
"cysticerci"	3
"d)"	3
"d9)"	3
"databases"	3
"dataset"	3
"day)"	3
"decline"	3
"decreasing"	3
"deeper"	3
"delay"	3
"deletion"	3
"dell◊≥emilia"	3
"destination"	3
"detail"	3
"determinants"	3
"deuterium-labelled"	3
"diarizonae"	3
"diet"	3
"differential"	3
"difficulties"	3
"digestate"	3
"digestion"	3
"digital"	3
"discovered"	3
"discovery"	3
"discrepancies"	3
"discriminate"	3
"discussed"	3
"disease-free"	3
"disseminated"	3
"divergence"	3
"dk"	3
"documented"	3
"done"	3
"dorsocaudal"	3
"doses"	3
"dottori@izsler"	3
"double"	3
"drinking"	3
"dry-cured"	3
"dtu"	3
"dust"	3
"earliest"	3
"easw"	3
"ec"	3
"echinococcosis"	3
"ecosystems"	3
"effector"	3
"efficiency"	3
"efforts"	3
"egg"	3
"elements"	3
"eleven"	3
"eliminate"	3
"elispot"	3
"enable"	3
"encephalomyocarditis"	3
"encoded"	3
"endogenous"	3
"endoplasmic"	3
"endowed"	3
"energy"	3
"engorged"	3
"ensuring"	3
"entering"	3
"enzyme"	3
"epidemiologic"	3
"erythromycin"	3
"establishment"	3
"establishments"	3
"ethambutol"	3
"evidenced"	3
"evolve"	3
"evolved"	3
"exact"	3
"example"	3
"excess"	3
"exchanges"	3
"explained"	3
"exploited"	3
"exploiting"	3
"extension"	3
"exterior"	3
"external"	3
"extremely"	3
"faggiola"	3
"fallen"	3
"farrow-to-feeder"	3
"fcss"	3
"feba"	3
"fecal"	3
"fifty"	3
"fimbrial"	3
"firing"	3
"fish"	3
"fitted"	3
"fixed"	3
"floor"	3
"flour"	3
"flub"	3
"focus"	3
"foetal"	3
"food-borne"	3
"food-producing"	3
"forensic"	3
"forestomach"	3
"forestomachs"	3
"former"	3
"forty"	3
"fourteen"	3
"francesca"	3
"free-ranging"	3
"freedom"	3
"fungi"	3
"g2b"	3
"g9"	3
"gandra"	3
"gap"	3
"gariga"	3
"gathered"	3
"gen„©ticos-universidade"	3
"genbank"	3
"generalized"	3
"genogroup"	3
"genome-wide"	3
"gianfranco"	3
"gii"	3
"gilts"	3
"glycoprotein"	3
"gmbh"	3
"gov"	3
"gram-negative"	3
"great"	3
"greatly"	3
"greenport"	3
"grugliasco"	3
"guinea"	3
"gut"	3
"ha-subtype"	3
"handling"	3
"haplotypes"	3
"harbored"	3
"harboured"	3
"hard"	3
"hay-infusion"	3
"hemagglutination"	3
"hemorrhagic"	3
"hf"	3
"hhp"	3
"high-passage"	3
"histology"	3
"histopathological"	3
"history"	3
"holarctica"	3
"homogenate"	3
"horizontal"	3
"hour"	3
"houses"	3
"hpai"	3
"human-like"	3
"hungary"	3
"hunters"	3
"hybridoma"	3
"hydrolase"	3
"hygienic"	3
"Óîznuabc)"	3
"Ó≤"	3
"ia"	3
"ibv"	3
"icrv"	3
"idt"	3
"ifat"	3
"ifn-Ó±/Ó≤"	3
"ifns-Ó±"	3
"iii)"	3
"ilaria"	3
"illegal"	3
"immediate"	3
"immunochromatographic"	3
"immunocompromised"	3
"implicated"	3
"incidents"	3
"inclusion"	3
"inconclusive"	3
"indigenous"	3
"industries"	3
"infecting"	3
"infectivity"	3
"inhibiting"	3
"initiative"	3
"inra"	3
"inserm"	3
"inspected"	3
"inspections"	3
"instituto"	3
"interface"	3
"intergenic"	3
"interior"	3
"interleukin"	3
"interleukin-6"	3
"interpretation"	3
"interspecies"	3
"intestine"	3
"intramammary"	3
"intranasally"	3
"intraspecific"	3
"invaded"	3
"investigates"	3
"involves"	3
"italiano"	3
"kalvehave"	3
"kept"	3
"kg(-1))"	3
"l-bse"	3
"la-mrsa"	3
"laborat„≥rio"	3
"larval"	3
"laser"	3
"lazzaro"	3
"leading"	3
"lesions)"	3
"lesser"	3
"lethal"	3
"leucosis"	3
"leukocyte"	3
"lincomycin"	3
"lindholm"	3
"liquid-liquid"	3
"literature"	3
"loc"	3
"localit„†"	3
"locations"	3
"log10"	3
"loire"	3
"london"	3
"loose"	3
"low-passage"	3
"low/moderate"	3
"lpai"	3
"luca"	3
"lysozyme"	3
"magnitude"	3
"males"	3
"mallard"	3
"mammal"	3
"manufacturer"	3
"manufacturers"	3
"mario"	3
"market"	3
"match"	3
"measurement"	3
"media"	3
"membranes"	3
"mesenteric"	3
"methodology/principal"	3
"mg"	3
"microbiologia"	3
"microbiome"	3
"microscopic"	3
"mics"	3
"middle"	3
"million"	3
"min"	3
"minimize"	3
"mixture"	3
"ml"	3
"mm)"	3
"mode"	3
"modifications"	3
"molecule"	3
"monecke@clondiag"	3
"monitor"	3
"morenomartin@bs"	3
"mosquito-borne"	3
"mouth"	3
"movement"	3
"movements"	3
"mucosal"	3
"multidisciplinary"	3
"multivariable"	3
"myotubes"	3
"n1"	3
"nad+"	3
"nafld"	3
"nalidixic"	3
"near"	3
"nearly"	3
"nebrodi"	3
"necrosis"	3
"negatively"	3
"neighbouring"	3
"neonatal"	3
"netherlands"	3
"neuroinvasive"	3
"neutralized"	3
"never"	3
"newborn"	3
"nh/p68"	3
"nica"	3
"non-infectious"	3
"normal"	3
"north-eastern"	3
"northeastern"	3
"northwestern"	3
"norway"	3
"norwegian"	3
"notably"	3
"noted"	3
"nsk"	3
"nsp"	3
"o103"	3
"obesity"	3
"obligate"	3
"occasional"	3
"od%"	3
"ods"	3
"off"	3
"officially"	3
"offspring"	3
"oie"	3
"om/omi"	3
"once"	3
"operators"	3
"organism"	3
"orthobunyaviruses"	3
"oshv-1"	3
"oslo"	3
"ota"	3
"otanpspn"	3
"otitis"	3
"ou"	3
"outcomes"	3
"outline"	3
"overview"	3
"ovitrap"	3
"owing"	3
"padano"	3
"partly"	3
"passage"	3
"passive"	3
"pedv)"	3
"penetrate"	3
"penetration"	3
"pens"	3
"perfect"	3
"permits"	3
"perspective"	3
"pg"	3
"pghp"	3
"phages"	3
"pheasants"	3
"phenotypes"	3
"phenotypically"	3
"phylogeny"	3
"phylogeographic"	3
"physico-chemical"	3
"piano"	3
"picornaviridae"	3
